TweetID,Text,Show
1911071810726002812,"New comfort show loading...North of North is now playing! https://t.co/ZUJfX2yQpJ",NorthofNorth
1913407081148813526,"A photo of Boston's old North Church last night. https://t.co/FP5jyvy3DD",NorthofNorth
1912113676271624472,"North of North is for the real yearners https://t.co/MxsG3mFdYf",NorthofNorth
1900185138694414624,"She lives up north but her life just went south —  time to find a new direction. \n\nNorth of North, a new comedy series premieres April 10. https://t.co/JAw2Lm7YwQ",NorthofNorth
1913566543415230703,"Boston’s Old North Church on the 250th anniversary of Paul Revere’s midnight ride. https://t.co/d5GX0LUXFq",NorthofNorth
1911614461208908134,"North of North is about an Inuk woman taking back her life… and, maybe… finding love? I love the show and the soundtrack is ice cold. ❄️ https://t.co/cbJaGOeLdb",NorthofNorth
1912897743653126630,"North of North is a delightful and lighthearted comedy but expertly tackles themes of generational trauma, motherhood (young motherhood specifically), and gender norms within your community. Season 2, please! https://t.co/Q1l47eLwnj",NorthofNorth
1911023482642608517,"this is the best anyones ever looked in the history of drag race https://t.co/PEC72xnYDr",NorthofNorth
1909225352053846418,"don't let your fiancé keep you from finding your girlfriend #PulseNetflix https://t.co/lgwVy7ohT6",Pulse
1911103146278912484,"I just finished the Pulse and it was a fantastic! i haven’t been this invested in every character on a netflix show since 2018 will be making 10 million edits by tomorrow #PulseNetflix https://t.co/cpmpish9xM",Pulse
1908237619399373081,"men ruin everything #PulseNetflix https://t.co/PwbGgViKXh",Pulse
1910675645807448145,"a woman called out the power imbalance, ended up losing the promotion she worked so hard for and paid the price in a system …by.\n\ndumb bitches with 0 media literacy: but dream boy xander doesn’t deserve this!! #PulseNetflix https://t.co/NBULOlRsXS",Pulse
1910691915135136150,"Imagine falling for your new co worker who’s becoming a close friend &amp; you know she feels something too bc how can she n…o confess your feelings you find out she’s engaged to a MAN she’s never talked about☹️ #PulseNetflix https://t.co/NXTzRztlrg",Pulse
1909328556892565793,"woke-to-the-max reviews about the show, overhated female character and mutually toxic codependent main couple…Real television is so back. #PulseNetflix https://t.co/fpFEx9NzVW",Pulse
1909551993414185285,"messy medical drama ships are gonna hit every time xander and danny got me so bad sorry #pulse #pulsenetflix https://t.co/wEMj1Ma9nc",Pulse
1911810465832874127,"she’s an icon, she’s a legend #pulsenetflix\n\nhttps://t.co/zjrUREKdmb",Pulse
1909593825598652470,"complex fictional rs are truly so lost on y’all it's concerning. The power dynamic in #pulsenetflix led to a sense of intern…about her success,feared her achievements might be seen as a result of favoritism rather than merit- https://t.co/Iaqt3nhzfu",Pulse
1908354793627660525,"NOTHING GAGGED ME MORE THAN THIS SCENE…….\n#PulseNetflix https://t.co/zBR37x6m3p",Pulse
1903236914850717973,"#TheResidence was SO FUCKIN GOOD!!!! LOVED everything about it!!! ❤️‍🔥🤩💯✨👏🏾💘 As a big lover of Knives Out, I became a … stellar!! Wow!! The cast &amp; crew fuckin' delivered! 11/10 \n\nGO WATCH ASAP\n\nLOVE YOU UZO 🫶🏾 https://t.co/khQPGtoXBz",TheResidence
1912685602123702517,"i started watching the residence and it's really interesting and i love how the episodes are all movie titles \n\nalso the cinematography is really nice!!! https://t.co/v44g82gG4O",TheResidence
1911472808204652949,"i was going to give ‘the residence’ a 10/10, but then they ended it with a dedication to Andre Braugher😭 so i’m rating it 11/10🥹❤️",TheResidence
1911773720781206013,"I’m not much of a tv show watcher but my wife and I binged The Residence over the weekend and it’s really, really, really go…nd I cannot suggest watching it enough. You will laugh and gasp and get hooked. Netflix cooked here. https://t.co/7HjFoFQR5b",TheResidence
1912573470334152789,"The Residence is probably some of the best tv I’ve ever seen in a while.",TheResidence
1892242926761070877,"132 rooms. 157 suspects. 1 dead body. \n\nThe Residence, a new series from Shondaland, is a screwball whodunnit set in the upstairs, downstairs, and backstairs of the White House. Premieres March 20. https://t.co/8FAHWhpb9y",TheResidence
1913251900616483098,"Anyway, I'm on the final episode of The Residence. It's so good, I need more Cordelia Cupp series the way we have so many iterations of Sherlock Holmes.",TheResidence
1912133481750028302,"if you love murder mysteries, i would def watch the residence on netflix 🤭 the cast is really good and you probably won’t get who it is in the end. #theresidence https://t.co/Y2gLdNBztr",TheResidence
1913495500063375569,"I finally finished The Residence on Netflix and yes, the reviews are true, a standalone film would’ve been much stronger. I …s a ‘lunch watch’ so when I had a spare 20 minutes I’d throw it on. Uzo Aduba is sensational though. https://t.co/xbvv2M9tKb",TheResidence
1913707098489360877,"pulling up to the kawhi leonard residence if he can’t score 6 pts in the whole 2nd half https://t.co/wgmB4lzAum",TheResidence
1911950534283575296,"Karrion Kross got the pants from the person AJ Styles gets his from 👀 #WWERaw https://t.co/SzyAOAbRsi",WWERaw
1912131275646697631,"👀 Watch Me \n\n@YaOnlyLivvOnce #WWERaw https://t.co/3HX9e6qlY1",WWERaw
1911963234942197927,"I would do the same Carlito\n\n#WWERaw https://t.co/6OGdl7B1GP",WWERaw
1911949893276512265,"Kross looks like a freakin superstar! @realKILLERkross #WWERAW https://t.co/xs10Uf2HzA",WWERaw
668958109159702528,"The 1,174th edition of @WWE #RAW is LIVE NOW on @USA_Network, with #TheAuthority heading to the ring. #NewChampion https://t.co/JJ64eFRNFf",WWERaw
1911951684672135629,"This is what a Superstar looks like. \n\n#WWERaw #PushKarrionKross https://t.co/QAMSmX4EvI",WWERaw
1911953255623438697,"Logan’s finisher tho..\n#WWERaw https://t.co/ne4omkdsu0",WWERaw
1911936080338649469,"Liv Morgan the freaking woman that you are #WWERaw https://t.co/6jqLur51PM",WWERaw
767874553708109826,"The 1,213th edition of @WWE #RAW is LIVE NOW on @USA_Network, with the fallout from @WWE @SummerSlam! https://t.co/wGwOPxZa1X",WWERaw
1913757794601156768,"AND NEWWWW!!! FATU FATU FATU! #WWERaw #WrestleMania #WrestleMania41 #WWEHOF https://t.co/aNhZEW2FW9",WWERaw

